Distr,REGION,GRDSPAN,CAMPUS,GRDTYPE,C_RATING,DISTRICT,School_Name,District_Name,CNTYNAME,CFLCHART,CFLALTED
'014,'12,'06 - 08,'014906009,M,Not Rated,'014906,GATEWAY MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'09 - 12,'014906013,S,A,'014906,KILLEEN ISD EARLY COLLEGE H S,KILLEEN ISD,BELL,N,N
'014,'12,'01 - 12,'014906022,B,Not Rated,'014906,ADVENTHEALTH SCHOOL,KILLEEN ISD,BELL,N,N
'014,'12,'07 - 09,'014906026,M,Not Rated,'014906,KILLEEN JJAEP,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906043,M,Not Rated: Senate Bill 1365,'014906,RANCIER MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906044,M,Not Rated: Senate Bill 1365,'014906,MANOR MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906046,M,C,'014906,EASTERN HILLS MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906048,M,Not Rated: Senate Bill 1365,'014906,PALO ALTO MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906049,M,Not Rated: Senate Bill 1365,'014906,LIBERTY HILL MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906050,M,C,'014906,LIVE OAK RIDGE MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906051,M,C,'014906,UNION GROVE MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906052,M,C,'014906,AUDIE MURPHY MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906053,M,C,'014906,CHARLES E PATTERSON MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906054,M,C,'014906,ROY J SMITH MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'06 - 08,'014906055,M,C,'014906,NOLAN MIDDLE,KILLEEN ISD,BELL,N,N
'014,'12,'01 - 05,'014906100,E,Not Rated,'014906,EL ALTER LEARNING CENTER,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906105,E,A,'014906,HARKER HEIGHTS EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906108,E,C,'014906,MEADOWS EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906109,E,C,'014906,PEEBLES EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 05,'014906115,E,B,'014906,NOLANVILLE EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 03,'014906116,E,B,'014906,CLARKE EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906119,E,Not Rated: Senate Bill 1365,'014906,HAY BRANCH EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906120,E,C,'014906,WILLOW SPRINGS EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906121,E,B,'014906,MOUNTAIN VIEW EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906122,E,B,'014906,REECES CREEK EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906123,E,B,'014906,CLEAR CREEK EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906124,E,B,'014906,CEDAR VALLEY EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 05,'014906125,E,C,'014906,BROOKHAVEN EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 05,'014906126,E,B,'014906,VENABLE VILLAGE EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 05,'014906127,E,B,'014906,TRIMMIER EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906128,E,B,'014906,MONTAGUE VILLAGE EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 05,'014906129,E,Not Rated: Senate Bill 1365,'014906,MAXDALE EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906130,E,B,'014906,IRA CROSS JR EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906131,E,C,'014906,IDUMA EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 03,'014906132,E,C,'014906,OVETA CULP HOBBY EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 05,'014906133,E,C,'014906,TIMBER RIDGE EL,KILLEEN ISD,BELL,N,N
'014,'12,'EE - 05,'014906135,E,B,'014906,SAEGERT EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906136,E,A,'014906,SKIPCHA EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906137,E,B,'014906,RICHARD E CAVAZOS EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906138,E,B,'014906,HAYNES EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906139,E,A,'014906,DR JOSEPH A FOWLER EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906140,E,B,'014906,ALICE W DOUSE EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906141,E,B,'014906,MAUDE MOORE WOOD EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906142,E,C,'014906,EL142,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906143,E,Not Rated: Senate Bill 1365,'014906,KILLEEN EL,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906144,E,C,'014906,EL144,KILLEEN ISD,BELL,N,N
'014,'12,'PK - 05,'014906145,E,Not Rated: Senate Bill 1365,'014906,PAT CARNEY EL,KILLEEN ISD,BELL,N,N
'014,'12,'09 - 12,'014907001,S,B,'014907,ROGERS H S,ROGERS ISD,BELL,N,N
'014,'12,'06 - 08,'014907041,M,B,'014907,ROGERS MIDDLE,ROGERS ISD,BELL,N,N
'014,'12,'09 - 09,'014907043,S,Not Rated,'014907,BELL COUNTY DAEP,ROGERS ISD,BELL,N,N
'014,'12,'PK - 05,'014907102,E,C,'014907,ROGERS EL,ROGERS ISD,BELL,N,N
'014,'12,'09 - 12,'014908001,S,A,'014908,SALADO H S,SALADO ISD,BELL,N,N
'014,'12,'06 - 11,'014908005,B,Not Rated,'014908,BELL COUNTY DAEP,SALADO ISD,BELL,N,N
'014,'12,'06 - 08,'014908042,M,C,'014908,SALADO MIDDLE,SALADO ISD,BELL,N,N
'014,'12,'EE - 05,'014908102,E,C,'014908,THOMAS ARNOLD EL,SALADO ISD,BELL,N,N
'014,'12,'09 - 12,'014909002,S,C,'014909,TEMPLE H S,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 11,'014909005,B,Not Rated,'014909,WHEATLEY ALTERNATIVE EDUCATION CENTER,TEMPLE ISD,BELL,N,N
'014,'12,'08 - 08,'014909006,M,Not Rated,'014909,BELL CO J J A E P,TEMPLE ISD,BELL,N,N
'014,'12,'09 - 12,'014909008,S,B,'014909,FRED W EDWARDS ACADEMY AEC,TEMPLE ISD,BELL,N,Y
'014,'12,'06 - 08,'014909041,M,C,'014909,LAMAR MIDDLE,TEMPLE ISD,BELL,N,N
'014,'12,'06 - 08,'014909042,M,C,'014909,TRAVIS SCIENCE ACADEMY,TEMPLE ISD,BELL,N,N
'014,'12,'06 - 08,'014909044,M,B,'014909,BONHAM MIDDLE,TEMPLE ISD,BELL,N,N
'014,'12,'EE - PK,'014909101,E,B,'014909,MERIDITH-DUNBAR EARLY CHILDHOOD ACADEMY,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 05,'014909102,E,Not Rated: Senate Bill 1365,'014909,CATER EL,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 05,'014909107,E,C,'014909,JEFFERSON EL,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 05,'014909110,E,B,'014909,SCOTT EL,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 05,'014909111,E,C,'014909,THORNTON EL,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 05,'014909114,E,C,'014909,WESTERN HILLS EL,TEMPLE ISD,BELL,N,N
'014,'12,'EE - 05,'014909116,E,B,'014909,RAYE-ALLEN EL,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 05,'014909117,E,B,'014909,KENNEDY-POWELL EL,TEMPLE ISD,BELL,N,N
'014,'12,'KG - 05,'014909118,E,C,'014909,HECTOR P GARCIA EL,TEMPLE ISD,BELL,N,N
'014,'12,'09 - 09,'014909198,S,Not Rated,'014909,SCOTT & WHITE HOSPITAL,TEMPLE ISD,BELL,N,N
'014,'12,'09 - 12,'014910001,S,B,'014910,TROY H S,TROY ISD,BELL,N,N
'014,'12,'06 - 08,'014910041,M,B,'014910,RAYMOND MAYS MIDDLE,TROY ISD,BELL,N,N
'014,'12,'03 - 05,'014910101,E,B,'014910,TROY EL,TROY ISD,BELL,N,N
'014,'12,'EE - 02,'014910103,E,B,'014910,EDNA BIGHAM MAYS EL,TROY ISD,BELL,N,N
'015,'20,'09 - 12,'015801001,S,Not Rated: Senate Bill 1365,'015801,POR VIDA ACADEMY CHARTER H S,POR VIDA ACADEMY,BEXAR,Y,Y
'015,'20,'09 - 12,'015801002,S,A,'015801,POR VIDA ACADEMY CORPUS CHRISTI,POR VIDA ACADEMY,BEXAR,Y,Y
'015,'20,'PK - 12,'015802001,B,B,'015802,GEORGE GERVIN ACADEMY,GEORGE GERVIN ACADEMY,BEXAR,Y,N
'015,'20,'PK - 12,'015802004,B,B,'015802,RUTH JONES MCCLENDON MIDDLE,GEORGE GERVIN ACADEMY,BEXAR,Y,N
'015,'20,'09 - 12,'015805001,S,A,'015805,FRANK L MADLA EARLY COLLEGE H S,NEW FRONTIERS PUBLIC SCHOOLS INC,BEXAR,Y,N
'015,'20,'09 - 12,'015806003,S,C,'015806,LEGACY TRADITIONAL SCHOOL - LEE ACADEMY,LEGACY TRADITIONAL SCHOOLS - TEXAS,BEXAR,Y,N
'015,'20,'07 - 08,'015806041,M,Not Rated: Senate Bill 1365,'015806,LEGACY TRADITIONAL SCHOOL - SAENZ J H,LEGACY TRADITIONAL SCHOOLS - TEXAS,BEXAR,Y,N
'015,'20,'PK - 06,'015806101,E,Not Rated: Senate Bill 1365,'015806,LEGACY TRADITIONAL SCHOOL - KELLEY EL,LEGACY TRADITIONAL SCHOOLS - TEXAS,BEXAR,Y,N
'015,'20,'PK - 06,'015806106,E,C,'015806,LEGACY TRADITIONAL SCHOOL - WALKER EL,LEGACY TRADITIONAL SCHOOLS - TEXAS,BEXAR,Y,N
'015,'20,'PK - 05,'015807001,E,A,'015807,SOUTHWEST PREPARATORY SCHOOL,SOUTHWEST PREPARATORY SCHOOL,BEXAR,Y,N
'015,'20,'PK - 12,'015807002,B,Not Rated: Senate Bill 1365,'015807,SOUTHWEST PREPARATORY SOUTHEAST CAMPUS,SOUTHWEST PREPARATORY SCHOOL,BEXAR,Y,N
'015,'20,'06 - 12,'015807004,B,A,'015807,SOUTHWEST PREPARATORY SCHOOL-NORTHWEST,SOUTHWEST PREPARATORY SCHOOL,BEXAR,Y,Y
'015,'20,'06 - 12,'015807005,B,A,'015807,NEW DIRECTIONS,SOUTHWEST PREPARATORY SCHOOL,BEXAR,Y,Y
'015,'20,'PK - 05,'015807101,E,Not Rated: Senate Bill 1365,'015807,SOUTHWEST PREP NORTHWEST EL,SOUTHWEST PREPARATORY SCHOOL,BEXAR,Y,N
'015,'20,'PK - 10,'015807102,B,C,'015807,SEGUIN EL,SOUTHWEST PREPARATORY SCHOOL,BEXAR,Y,N
'015,'20,'07 - 11,'015808003,S,Not Rated,'015808,JHW INSPIRE ACADEMY - HAYS COUNTY,INSPIRE ACADEMIES,BEXAR,Y,Y
'015,'20,'04 - 12,'015808007,B,Not Rated,'015808,JHW INSPIRE ACADEMY - ROCKDALE,INSPIRE ACADEMIES,BEXAR,Y,Y
'015,'20,'KG - 12,'015808009,B,C,'015808,ANNE FRANK INSPIRE ACADEMY,INSPIRE ACADEMIES,BEXAR,Y,N
'015,'20,'KG - 10,'015808012,B,Not Rated,'015808,JHW INSPIRE ACADEMY - LEGACY RANCH,INSPIRE ACADEMIES,BEXAR,Y,N
'015,'20,'07 - 11,'015808014,S,Not Rated,'015808,JHW INSPIRE ACADEMY - BELL COUNTY,INSPIRE ACADEMIES,BEXAR,Y,Y
'015,'20,'09 - 12,'015808016,S,A,'015808,JHW INSPIRE ACADEMIES- RISE RECOVERY,INSPIRE ACADEMIES,BEXAR,Y,Y
'015,'20,'PK - 08,'015809101,E,Not Rated: Senate Bill 1365,'015809,BEXAR COUNTY ACADEMY,BEXAR COUNTY ACADEMY,BEXAR,Y,N
'015,'20,'09 - 12,'015814001,S,Not Rated: Senate Bill 1365,'015814,POSITIVE SOLUTIONS CHARTER,POSITIVE SOLUTIONS CHARTER SCHOOL,BEXAR,Y,Y
'015,'20,'PK - 05,'015815001,E,A,'015815,HERITAGE ACADEMY OF WINDCREST,HERITAGE ACADEMY,BEXAR,Y,N
'015,'20,'09 - 12,'015815041,S,A,'015815,HERITAGE ACADEMY OF DEL RIO,HERITAGE ACADEMY,BEXAR,Y,Y
'015,'20,'05 - 08,'015815042,M,A,'015815,HERITAGE ACADEMY OF DEL RIO MIDDLE,HERITAGE ACADEMY,BEXAR,Y,Y
'015,'20,'07 - 08,'015815101,M,A,'015815,HERITAGE ACADEMY,HERITAGE ACADEMY,BEXAR,Y,Y
'015,'20,'06 - 06,'015815104,M,A,'015815,HERITAGE ACADEMY OF SAN ANTONIO,HERITAGE ACADEMY,BEXAR,Y,Y
'015,'20,'PK - 12,'015822001,B,Not Rated: Senate Bill 1365,'015822,JUBILEE SAN ANTONIO,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 08,'015822002,E,Not Rated: Senate Bill 1365,'015822,JUBILEE HIGHLAND HILLS,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 12,'015822004,B,Not Rated: Senate Bill 1365,'015822,JUBILEE - LAKE VIEW UNIVERSITY PREP,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 08,'015822005,E,Not Rated: Senate Bill 1365,'015822,JUBILEE HIGHLAND PARK,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 08,'015822006,E,C,'015822,JUBILEE KINGSVILLE,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 05,'015822007,E,A,'015822,JUBILEE LIVING WAY,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 08,'015822008,E,B,'015822,JUBILEE HARLINGEN,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 12,'015822009,B,C,'015822,JUBILEE WELLS BRANCH,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 12,'015822010,B,B,'015822,JUBILEE BROWNSVILLE,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 06,'015822011,E,B,'015822,JUBILEE LEADERSHIP ACADEMY,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 05,'015822012,E,C,'015822,JUBILEE WESTWOOD,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'06 - 08,'015822013,M,Not Rated: Senate Bill 1365,'015822,JUBILEE ACADEMIES MIDDLE,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'PK - 07,'015822014,E,Not Rated: Senate Bill 1365,'015822,JUBILEE SENDERO,JUBILEE ACADEMIES,BEXAR,Y,N
'015,'20,'02 - 08,'015825001,E,Not Rated: Senate Bill 1365,'015825,LIGHTHOUSE CHARTER SCHOOL - B CAMPUS,LIGHTHOUSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'09 - 11,'015825002,S,Not Rated: Senate Bill 1365,'015825,LIGHTHOUSE HIGH,LIGHTHOUSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'PK - 01,'015825101,E,Not Rated,'015825,LIGHTHOUSE CHARTER SCHOOL,LIGHTHOUSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'06 - 12,'015827001,B,B,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,Y,N
'015,'20,'PK - 08,'015827002,E,A,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY - ALAMO,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,Y,N
'015,'20,'PK - 08,'015827003,E,B,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY HOUSTON,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,Y,N
'015,'20,'PK - 08,'015827004,E,B,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY EXCELLENCE,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,Y,N
'015,'20,'PK - 08,'015827005,E,B,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY SPRING,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,Y,N
'015,'20,'PK - 09,'015827006,B,B,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY CHAMPIONS,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,Y,N
'015,'20,'PK - 05,'015827007,E,A,'015827,SCHOOL OF SCIENCE AND TECHNOLOGY SCHERTZ,SCHOOL OF SCIENCE AND TECHNOLOGY,BEXAR,Y,N
'015,'20,'06 - 12,'015828001,B,B,'015828,HARMONY SCIENCE ACAD (SAN ANTONIO),HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'PK - 08,'015828002,E,Not Rated: Senate Bill 1365,'015828,HARMONY SCHOOL OF INNOVATION - SAN ANTONIO,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'06 - 08,'015828003,M,A,'015828,HARMONY SCIENCE ACADEMY - LAREDO,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'KG - 05,'015828004,E,B,'015828,HARMONY SCHOOL OF INNOVATION - LAREDO,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'PK - 08,'015828005,E,B,'015828,HARMONY SCIENCE ACADEMY - BROWNSVILLE,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'PK - 05,'015828006,E,B,'015828,HARMONY SCHOOL OF EXCELLENCE - SAN ANTONIO,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'06 - 12,'015828007,B,A,'015828,HARMONY SCHOOL OF INNOVATION - BROWNSVILLE,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'09 - 12,'015828008,S,A,'015828,HARMONY SCHOOL OF EXCELLENCE - LAREDO,HARMONY PUBLIC SCHOOLS - SOUTH TEXAS,BEXAR,Y,N
'015,'20,'PK - 12,'015830001,B,C,'015830,BROOKS ACADEMY OF SCIENCE AND ENGINEERING,BROOKS ACADEMIES OF TEXAS,BEXAR,Y,N
'015,'20,'PK - 12,'015830101,B,B,'015830,BROOKS COLLEGIATE ACADEMY,BROOKS ACADEMIES OF TEXAS,BEXAR,Y,N
'015,'20,'PK - 05,'015830102,E,B,'015830,BROOKS ACADEMY LONESTAR,BROOKS ACADEMIES OF TEXAS,BEXAR,Y,N
'015,'20,'KG - 05,'015830103,E,B,'015830,BROOKS ACADEMY OAKS,BROOKS ACADEMIES OF TEXAS,BEXAR,Y,N
'015,'20,'PK - 08,'015831001,E,B,'015831,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,BEXAR,Y,N
'015,'20,'PK - 12,'015831002,B,B,'015831,SCHOOL OF SCIENCE AND TECHNOLOGY CORPUS CHRISTI,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,BEXAR,Y,N
'015,'20,'PK - 08,'015831003,E,A,'015831,SCHOOL OF SCIENCE AND TECHNOLOGY ADVANCEMENT,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,BEXAR,Y,N
'015,'20,'PK - 08,'015831004,E,B,'015831,SCHOOL OF SCIENCE AND TECHNOLOGY NORTHWEST,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,BEXAR,Y,N
'015,'20,'PK - 08,'015831005,E,A,'015831,SCHOOL OF SCIENCE AND TECHNOLOGY SUGARLAND,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,BEXAR,Y,N
'015,'20,'PK - 09,'015831006,B,A,'015831,SCHOOL OF SCIENCE AND TECHNOLOGY HILL COUNTRY,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,BEXAR,Y,N
'015,'20,'09 - 12,'015833001,S,A,'015833,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,BEXAR,Y,N
'015,'20,'06 - 12,'015834001,B,A,'015834,BASIS SAN ANTONIO- SHAVANO CAMPUS,BASIS TEXAS,BEXAR,Y,N
'015,'20,'KG - 05,'015834002,E,A,'015834,BASIS SAN ANTONIO- PRI NORTH CENTRAL CAMPUS,BASIS TEXAS,BEXAR,Y,N
'015,'20,'05 - 06,'015834003,M,A,'015834,BASIS SAN ANTONIO - NORTHEAST CAMPUS,BASIS TEXAS,BEXAR,Y,N
'015,'20,'03 - 07,'015834004,E,A,'015834,BASIS AUSTIN,BASIS TEXAS,BEXAR,Y,N
'015,'20,'KG - 05,'015834101,E,A,'015834,BASIS SAN ANTONIO PRI- MEDICAL CENTER CAMPUS,BASIS TEXAS,BEXAR,Y,N
'015,'20,'KG - 02,'015834102,E,Not Rated,'015834,BASIS AUSTIN PRI,BASIS TEXAS,BEXAR,Y,N
'015,'20,'KG - 04,'015834103,E,A,'015834,BASIS SAN ANTONIO PRI - NORTHEAST CAMPUS,BASIS TEXAS,BEXAR,Y,N
'015,'20,'KG - 05,'015835001,E,A,'015835,GREAT HEARTS MONTE VISTA,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'06 - 12,'015835002,B,A,'015835,GREAT HEARTS MONTE VISTA NORTH,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 12,'015835003,B,A,'015835,GREAT HEARTS NORTHERN OAKS,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 05,'015835004,E,A,'015835,GREAT HEARTS IRVING,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 08,'015835005,E,C,'015835,GREAT HEARTS WESTERN HILLS,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 08,'015835006,E,C,'015835,GREAT HEARTS FOREST HEIGHTS,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'06 - 12,'015835007,B,B,'015835,GREAT HEARTS IRVING UPPER,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 06,'015835008,E,C,'015835,GREAT HEARTS LAKESIDE,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 08,'015835009,E,C,'015835,GREAT HEARTS LIVE OAK,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 07,'015835010,E,C,'015835,GREAT HEARTS ARLINGTON,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 08,'015835011,E,C,'015835,GREAT HEARTS ONLINE - TX,GREAT HEARTS TEXAS,BEXAR,Y,N
'015,'20,'KG - 08,'015836001,E,B,'015836,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,BEXAR,Y,N
'015,'20,'06 - 11,'015838001,B,C,'015838,COMPASS ROSE LEGACY,COMPASS ROSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'KG - 07,'015838002,E,B,'015838,COMPASS ROSE INGENUITY,COMPASS ROSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'KG - 05,'015838003,E,C,'015838,COMPASS ROSE LEGACY EL,COMPASS ROSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'KG - 06,'015838005,E,Not Rated: Senate Bill 1365,'015838,COMPASS ROSE JOURNEY,COMPASS ROSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'KG - 06,'015838006,E,C,'015838,COMPASS ROSE DESTINY,COMPASS ROSE PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'KG - 03,'015839001,E,Not Rated: Senate Bill 1365,'015839,PROMESA ACADEMY CHARTER SCHOOL,PROMESA ACADEMY CHARTER SCHOOL,BEXAR,Y,N
'015,'20,'05 - 09,'015840001,M,C,'015840,SAN ANTONIO PREPARATORY,SAN ANTONIO PREPARATORY SCHOOLS,BEXAR,Y,N
'015,'20,'KG - 03,'015841001,E,Not Rated: Senate Bill 1365,'015841,THE GATHERING PLACE,THE GATHERING PLACE,BEXAR,Y,N
'015,'20,'KG - 02,'015842001,E,Not Rated,'015842,ROYAL ACADEMY OF EXCELLENCE,ROYAL PUBLIC SCHOOLS,BEXAR,Y,N
'015,'20,'PK - 02,'015843101,E,Not Rated,'015843,PRELUDE PREPARATORY CHARTER SCHOOL,PRELUDE PREPARATORY CHARTER SCHOOL,BEXAR,Y,N
'015,'20,'09 - 12,'015901001,S,B,'015901,ALAMO HEIGHTS H S,ALAMO HEIGHTS ISD,BEXAR,N,N
'015,'20,'06 - 08,'015901041,M,B,'015901,ALAMO HEIGHTS J H,ALAMO HEIGHTS ISD,BEXAR,N,N
'015,'20,'01 - 05,'015901101,E,A,'015901,CAMBRIDGE EL,ALAMO HEIGHTS ISD,BEXAR,N,N
'015,'20,'EE - KG,'015901102,E,A,'015901,HOWARD EL,ALAMO HEIGHTS ISD,BEXAR,N,N
'015,'20,'01 - 05,'015901104,E,A,'015901,WOODRIDGE EL,ALAMO HEIGHTS ISD,BEXAR,N,N
'015,'20,'09 - 12,'015904001,S,C,'015904,HARLANDALE H S,HARLANDALE ISD,BEXAR,N,N
'015,'20,'09 - 12,'015904002,S,C,'015904,MCCOLLUM H S,HARLANDALE ISD,BEXAR,N,N
'015,'20,'09 - 12,'015904003,S,Not Rated,'015904,HAC DAEP H S,HARLANDALE ISD,BEXAR,N,N
'015,'20,'09 - 12,'015904004,S,Not Rated: Senate Bill 1365,'015904,FRANK M TEJEDA ACADEMY,HARLANDALE ISD,BEXAR,N,Y
'015,'20,'08 - 12,'015904007,S,Not Rated,'015904,BEXAR CO J J A E P,HARLANDALE ISD,BEXAR,N,N
'015,'20,'10 - 12,'015904010,S,Not Rated,'015904,FENLEY TRANSITIONAL H S,HARLANDALE ISD,BEXAR,N,Y
'015,'20,'09 - 12,'015904011,S,A,'015904,HARLANDALE ISD STEM ECHS-ALAMO COLLEGES AT PAC,HARLANDALE ISD,BEXAR,N,N
'015,'20,'06 - 08,'015904041,M,C,'015904,HARLANDALE MIDDLE,HARLANDALE ISD,BEXAR,N,N
'015,'20,'06 - 08,'015904042,M,C,'015904,A LEAL JR MIDDLE,HARLANDALE ISD,BEXAR,N,N
'015,'20,'06 - 08,'015904043,M,B,'015904,TERRELL WELLS MIDDLE,HARLANDALE ISD,BEXAR,N,N
'015,'20,'06 - 08,'015904044,M,B,'015904,KINGSBOROUGH MIDDLE,HARLANDALE ISD,BEXAR,N,N
'015,'20,'07 - 08,'015904045,M,Not Rated,'015904,HAC DAEP MIDDLE,HARLANDALE ISD,BEXAR,N,N
'015,'20,'07 - 08,'015904047,M,Not Rated,'015904,FENLEY TRANSITIONAL MIDDLE,HARLANDALE ISD,BEXAR,N,Y
