School_Name,District_Name,Chronic_Absenteeism_Rate,Dropout_0708,Dropout_0912,SAT_Avg,ACT_Avg,Teacher_Student_Ratio,Meets_GL_STD
SCHINDEWOLF INT,KLEIN ISD,4.3,0.4,.,-1,.,15.5,39
SCHOCHLER EL,CHANNELVIEW ISD,4.2,.,.,.,.,12.6,34
SCHOOL AT ST GEORGE PLACE,HOUSTON ISD,4.2,.,.,.,.,17,38
SCHOOL FOR THE HIGHLY GIFTED,GRAND PRAIRIE ISD,0,2,.,.,.,8.9,95
SCHOOL FOR THE TALENTED & GIFTED IN PLEASANT GROVE,DALLAS ISD,0.3,0,.,.,.,16.4,73
SCHOOL FOR THE TALENTED AND GIFTED,DALLAS ISD,1.1,.,0,1402,29.4,18.9,100
SCHOOL OF BUSINESS AND MANAGEMENT,DALLAS ISD,0.6,.,0.4,1048,19.9,19,90
SCHOOL OF HEALTH PROFESSIONS,DALLAS ISD,0.6,.,0.6,1103,21.4,17.9,88
SCHOOL OF SCIENCE AND ENGINEERING,DALLAS ISD,0.8,.,0.4,1344,27.2,17.9,99
SCHOOL OF SCIENCE AND TECHNOLOGY,SCHOOL OF SCIENCE AND TECHNOLOGY,9.2,0,0,1081,.,11.1,22
SCHOOL OF SCIENCE AND TECHNOLOGY - ALAMO,SCHOOL OF SCIENCE AND TECHNOLOGY,1.4,0,.,.,.,15.2,30
SCHOOL OF SCIENCE AND TECHNOLOGY ADVANCEMENT,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,4.1,0,.,.,.,15,31
SCHOOL OF SCIENCE AND TECHNOLOGY CHAMPIONS,SCHOOL OF SCIENCE AND TECHNOLOGY,.,.,.,.,.,12.7,18
SCHOOL OF SCIENCE AND TECHNOLOGY CORPUS CHRISTI,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,7.7,0,0.8,960,-1,14.6,27
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,4.2,0,.,.,.,12.3,22
SCHOOL OF SCIENCE AND TECHNOLOGY EXCELLENCE,SCHOOL OF SCIENCE AND TECHNOLOGY,9,0,.,.,.,15,15
SCHOOL OF SCIENCE AND TECHNOLOGY HILL COUNTRY,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,8.2,.,.,.,.,14.8,27
SCHOOL OF SCIENCE AND TECHNOLOGY HOUSTON,SCHOOL OF SCIENCE AND TECHNOLOGY,6.5,0,.,.,.,11.5,14
SCHOOL OF SCIENCE AND TECHNOLOGY NORTHWEST,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,5.8,0,.,.,.,14.4,36
SCHOOL OF SCIENCE AND TECHNOLOGY SCHERTZ,SCHOOL OF SCIENCE AND TECHNOLOGY,.,.,.,.,.,14.6,.
SCHOOL OF SCIENCE AND TECHNOLOGY SPRING,SCHOOL OF SCIENCE AND TECHNOLOGY,7.7,0,.,.,.,18.6,22
SCHOOL OF SCIENCE AND TECHNOLOGY SUGARLAND,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,3.6,0,.,.,.,16,33
SCHULENBURG EL,SCHULENBURG ISD,1.9,.,.,.,.,10.3,41
SCHULENBURG SECONDARY,SCHULENBURG ISD,5.5,0,0.4,1112,20.6,11.3,45
SCHULTZ EL,KLEIN ISD,2.1,.,.,.,.,14,42
SCHULTZ J H,WALLER ISD,3.9,0.1,.,.,.,15.6,37
SCHULZE EL,IRVING ISD,4.9,.,.,.,.,14.5,16
SCIENCE HALL EL,HAYS CISD,4.6,.,.,.,.,15.3,36
SCOBEE EL,NORTHSIDE ISD,3.6,.,.,.,.,14.6,41
SCOGGINS MIDDLE,FRISCO ISD,3,0.6,.,.,.,16.4,55
SCOTLAND PARK EL,WICHITA FALLS ISD,4.5,.,.,.,.,14.2,21
SCOTSDALE EL,YSLETA ISD,2.1,.,.,.,.,13.4,21
SCOTT & WHITE HOSPITAL,TEMPLE ISD,-1,-1,-1,.,.,1,.
SCOTT EL,TEMPLE ISD,4.3,.,.,.,.,16.7,25
SCOTT EL,FRISCO ISD,1.6,.,.,.,.,17.6,55
SCOTT JOHNSON EL,HUNTSVILLE ISD,4,.,.,.,.,18.1,24
SCOTT MORGAN JOHNSON MIDDLE,MCKINNEY ISD,5.2,0.3,.,.,.,14.4,48
SCROGGINS EL,HOUSTON ISD,5.4,.,.,.,.,13.1,13
SCURRY-ROSSER EL,SCURRY-ROSSER ISD,3.3,.,.,.,.,13.4,54
SCURRY-ROSSER H S,SCURRY-ROSSER ISD,5.6,.,1.6,951,-1,13.2,60
SCURRY-ROSSER MIDDLE,SCURRY-ROSSER ISD,4.3,0,.,.,.,13.7,47
SEABOURN EL,MESQUITE ISD,2.1,.,.,.,.,16,37
SEABROOK INT,CLEAR CREEK ISD,3.9,0.4,.,.,.,16.2,53
SEADRIFT SCHOOL,CALHOUN COUNTY ISD,4.9,0,.,.,.,10,42
SEAGOVILLE EL,DALLAS ISD,4.1,.,.,.,.,15.3,23
SEAGOVILLE H S,DALLAS ISD,22.2,.,5,853,14.2,17.1,28
SEAGOVILLE MIDDLE,DALLAS ISD,6.9,1.6,.,.,.,15.5,21
SEAGOVILLE NORTH EL,DALLAS ISD,5.6,.,.,.,.,16.8,20
SEAGRAVES SCHOOLS,SEAGRAVES ISD,6,0,0,928,15.9,12.7,28
SEALE J H,ROBSTOWN ISD,17,0,.,.,.,14,19
SEALY EL,SEALY ISD,3.3,.,.,.,.,13.6,41
SEALY H S,SEALY ISD,7.3,.,0.7,1025,21.1,13,58
SEALY J H,SEALY ISD,4.9,0.2,.,.,.,14.7,38
SEASHORE LEARNING CENTER,SEASHORE CHARTER SCHOOLS,2.7,.,.,.,.,12.5,52
SEASHORE MIDDLE ACAD,SEASHORE CHARTER SCHOOLS,5.5,0,.,.,.,14.2,56
SECO MINES EL,EAGLE PASS ISD,5,.,.,.,.,13.5,16
SECONDARY ALTER CTR,HARLINGEN CISD,38.4,0,0,.,.,14.4,.
SECONDARY DAEP,HOUSTON ISD,46.3,0,0,.,.,1.6,.
SEELE EL,NEW BRAUNFELS ISD,5,.,.,.,.,13.1,47
SEGUIN EL,SOUTHWEST PREPARATORY SCHOOL,4.7,0,0,.,.,14.4,26
SEGUIN EL,HOUSTON ISD,3.3,.,.,.,.,14.7,19
SEGUIN EL,MCALLEN ISD,6.6,.,.,.,.,14.7,14
SEGUIN EL,WEATHERFORD ISD,4.2,.,.,.,.,11.6,39
SEGUIN H S,SEGUIN ISD,18.6,.,0.2,1039,20.6,16,50
SEGUIN H S,ARLINGTON ISD,8.5,.,1.5,949,19.8,13.5,53
SELLERS MIDDLE,GARLAND ISD,7.4,0.3,.,.,.,16.5,20
SELMAN EL,SEALY ISD,2.4,.,.,.,.,14.4,31
SEM EL,FRISCO ISD,1.1,.,.,.,.,16.5,47
SEMINARY HILLS PARK EL,FORT WORTH ISD,3.6,.,.,.,.,11.8,21
SEMINOLE EL,SEMINOLE ISD,5.6,.,.,.,.,13.4,53
SEMINOLE H S,SEMINOLE ISD,10.7,.,0.2,1006,21.7,10.2,49
SEMINOLE J H,SEMINOLE ISD,5.5,0,.,.,.,14.1,44
SEMINOLE PRI,SEMINOLE ISD,3.8,.,.,.,.,13.4,49
SEMINOLE SUCCESS CTR,SEMINOLE ISD,46.3,.,0,.,.,8.6,17
SENDERA RANCH EL,NORTHWEST ISD,1.2,.,.,.,.,14.6,38
SERENE HILLS EL,LAKE TRAVIS ISD,3.2,.,.,.,.,14.1,51
SERENITY HIGH,MCKINNEY ISD,22.2,.,12.5,.,.,1.5,-1
SERNA EL,NORTH EAST ISD,14.6,.,.,.,.,10.1,16
SER-NINOS CHARTER EL,SER-NINOS CHARTER SCHOOL,1.5,.,.,.,.,14.7,23
SER-NINOS CHARTER EL II,SER-NINOS CHARTER SCHOOL,3.7,.,.,.,.,18.6,24
SER-NINOS CHARTER MIDDLE,SER-NINOS CHARTER SCHOOL,1.1,1.7,.,.,.,14,33
SETON HOME,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,.,.,.,.,.,7,.
SETTLEMENT HOME,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,-1,.,-1,.,.,7.2,.
SETTLERS WAY EL,FORT BEND ISD,2.4,.,.,.,.,13.6,47
SEVEN HILLS EL,NORTHWEST ISD,4.5,.,.,.,.,14.4,28
SEVEN LAKES H S,KATY ISD,2.7,.,0.2,1228,28.1,17.6,90
SEVEN LAKES J H,KATY ISD,1,0.1,.,.,.,18.4,80
SEYMOUR EL,SEYMOUR ISD,5.1,.,.,.,.,13.1,49
SEYMOUR H S,SEYMOUR ISD,7.6,.,1.1,-1,20.8,8.9,73
SEYMOUR MIDDLE,SEYMOUR ISD,3.2,0,.,.,.,13.1,48
SGT JOSE F CARRASCO EL,SOCORRO ISD,1.2,.,.,.,.,18.5,-1
SGT LEONEL TREVINO EL,PHARR-SAN JUAN-ALAMO ISD,2.5,.,.,.,.,15.9,0
SGT MANUEL CHACON MIDDLE,MERCEDES ISD,11.3,2.9,.,.,.,13.8,17
SGT ROBERTO ITUARTE,SOCORRO ISD,3.1,.,.,.,.,17.1,25
SGT WILLIAM G HARRELL MIDDLE,MERCEDES ISD,11.8,3.4,.,.,.,12.4,-1
SHACKELFORD EL,WAXAHACHIE ISD,1,.,.,.,.,13.7,54
SHACKELFORD J H,ARLINGTON ISD,6.4,1.5,.,.,.,14,30
SHADOW CREEK H S,ALVIN ISD,4.4,.,0,1050,20.9,16.9,66
SHADOW FOREST EL,HUMBLE ISD,1.3,.,.,.,.,16.2,53
SHADOW OAKS EL,SPRING BRANCH ISD,7.5,.,.,.,.,11.9,23
SHADOW RIDGE MIDDLE,LEWISVILLE ISD,0.9,0.2,.,.,.,13.8,64
SHADOWBRIAR EL,HOUSTON ISD,8.8,.,.,.,.,17.9,.
SHADOWGLEN EL,MANOR ISD,2.5,.,.,.,.,16.3,22
SHADY BROOK EL,HURST-EULESS-BEDFORD ISD,4.3,.,.,.,.,15.8,42
SHADY GROVE EL,BURNET CISD,8.1,.,.,.,.,14.7,.
SHADY GROVE EL,KELLER ISD,1.2,.,.,.,.,13.7,58
SHADY OAKS EL,HURST-EULESS-BEDFORD ISD,2.1,.,.,.,.,15.7,49
SHADY SHORES EL,LAKE DALLAS ISD,1.3,.,.,.,.,12.7,28
SHADYCREST EL,PEARLAND ISD,0.7,.,.,.,.,15.7,61
SHADYDALE EL,HOUSTON ISD,7.4,.,.,.,.,19.5,14
SHALLOWATER EL,SHALLOWATER ISD,2.3,.,.,.,.,16.8,.
SHALLOWATER H S,SHALLOWATER ISD,4.9,.,0,1033,23.2,10.5,76
SHALLOWATER INT,SHALLOWATER ISD,2.3,.,.,.,.,15.3,65
SHALLOWATER MIDDLE,SHALLOWATER ISD,4,0,.,.,.,12.7,66
SHAMROCK EL,SHAMROCK ISD,5.4,.,.,.,.,9.7,38
SHAMROCK H S,SHAMROCK ISD,13.7,.,0,825,17.6,7.8,66
SHAMROCK MIDDLE,SHAMROCK ISD,2.5,0,.,.,.,9.2,21
SHANDS EL,MESQUITE ISD,2.7,.,.,.,.,13.5,30
SHANNON H S,BIRDVILLE ISD,39.7,.,12.3,847,.,7.1,41
SHARON A RICHARDSON EL,UNION HILL ISD,3.1,.,.,.,.,12.3,38
SHARON CHRISTA MCAULIFFE MIDDLE,SOUTHWEST ISD,15.2,0.4,.,.,.,12.9,17
SHARON SHANNON EL,ROCKWALL ISD,1.9,.,.,.,.,16.5,47
SHARP EL,BROWNSVILLE ISD,7.9,.,.,.,.,14.7,25
SHARPSTOWN H S,HOUSTON ISD,28.5,.,7.2,843,.,18.7,14
SHARPSTOWN INTERNATIONAL SCHOOL,HOUSTON ISD,3.7,0.5,0.7,1015,-1,17.1,35
SHARYLAND ADVANCED ACADEMIC ACADEMY,SHARYLAND ISD,2,.,0,-1,19.9,25.8,44
SHARYLAND H S,SHARYLAND ISD,4.7,.,0,1097,21.9,13.3,60
SHARYLAND NORTH J H,SHARYLAND ISD,2.4,0.1,.,.,.,15.8,45
SHARYLAND PIONEER H S,SHARYLAND ISD,6.8,.,0.5,1108,20.3,13.7,35
SHAW EL,MESQUITE ISD,5.3,.,.,.,.,13.3,30
SHAW SES,CORPUS CHRISTI ISD,7.6,.,.,.,.,14.8,18
SHAWNEE TRAIL EL,FRISCO ISD,2.1,.,.,.,.,12.3,42
SHEARN EL,HOUSTON ISD,7.4,.,.,.,.,17.7,5
SHEFFIELD EL,CARROLLTON-FARMERS BRANCH ISD,5.2,.,.,.,.,12.4,13
SHELBYVILLE SCHOOL,SHELBYVILLE ISD,7.1,0,0,-1,19.9,12,49
SHELDON EARLY CHILDHOOD ACADEMY,SHELDON ISD,.,.,.,.,.,15.8,.
SHELDON EL,SHELDON ISD,3.6,.,.,.,.,15.1,23
SHELDON LAKE EL,SHELDON ISD,2.9,.,.,.,.,16.1,27
SHEPARD EL,PLANO ISD,1.7,.,.,.,.,11.7,57
SHEPHERD H S,SHEPHERD ISD,11.7,.,1,984,18.8,12,40
SHEPHERD INT,SHEPHERD ISD,7.1,.,.,.,.,19.3,15
SHEPHERD MIDDLE,SHEPHERD ISD,6.4,0,.,.,.,16.2,21
SHEPHERD PRI,SHEPHERD ISD,9.5,.,.,.,.,21.6,.
SHEPPARD AFB EL,WICHITA FALLS ISD,1.5,.,.,.,.,15.2,56
SHEPTON H S,PLANO ISD,10.1,.,0.6,1378,-1,16.2,64
SHERIDAN EL,RICE CISD,4.8,.,.,.,.,7.4,59
SHERIDAN EL,CYPRESS-FAIRBANKS ISD,3.6,.,.,.,.,17.1,32
SHERMAN EL,HOUSTON ISD,7.7,.,.,.,.,17.6,24
SHERMAN H S,SHERMAN ISD,15.4,.,1.3,959,23.5,15.2,48
SHERMAN MIDDLE,SHERMAN ISD,.,.,.,.,.,14.4,.
SHERROD EL,ARLINGTON ISD,15.2,.,.,.,.,15.9,10
SHERRY AND PAUL HAMM EL,ROCKWALL ISD,.,.,.,.,.,16.7,58
SHERWOOD EL,SPRING BRANCH ISD,2.4,.,.,.,.,12.9,28
SHIELDS EL,RED OAK ISD,2.5,.,.,.,.,15.8,33
SHIELDS EL,VICTORIA ISD,10.1,.,.,.,.,13.8,17
SHINER EL,SHINER ISD,0.7,.,.,.,.,14.4,70
SHINER H S,SHINER ISD,2.1,0,0,1095,21.1,12.1,72
SHIRLEEN ZACHARIAS EARLY CLGE LEADERSHIP ACADEMY,SOMERSET ISD,0.7,.,0,982,.,20.3,77
SHIRLEY DILL BROTHERS EL,ALVIN ISD,0.1,.,.,.,.,13.8,53
SHIVE EL,VERNON ISD,4.7,.,.,.,.,13.1,26
SHOREHAVEN EL,GARLAND ISD,5.2,.,.,.,.,13.8,24
SHORT EL,ARLINGTON ISD,9.3,.,.,.,.,12.2,21
SHOTWELL MIDDLE,ALDINE ISD,6.9,1.3,.,.,.,13.9,18
SHUGART EL,GARLAND ISD,6.4,.,.,.,.,14.8,13
SIDNEY H POYNTER,CROWLEY ISD,4.2,.,.,.,.,12.5,14
SIDNEY LANIER EXPRESSIVE ARTS VANGUARD,DALLAS ISD,4.5,0.6,.,.,.,12.6,25
SIDNEY SCHOOL,SIDNEY ISD,1.4,0,0,-1,21.4,8.6,44
SIEBERT EL,EASTLAND ISD,7.1,.,.,.,.,12.8,42
SIENNA CROSSING EL,FORT BEND ISD,0.7,.,.,.,.,15.5,70
SIERRA BLANCA SCHOOL,SIERRA BLANCA ISD,7.8,0,4.4,.,.,10.1,26
SIERRA VISTA EL,SOCORRO ISD,4.7,.,.,.,.,15.6,0
SIGIFREDO PEREZ EL,UNITED ISD,3.1,.,.,.,.,13.3,23
SIGLER EL,PLANO ISD,6.3,.,.,.,.,10,27
SILSBEE EL,SILSBEE ISD,4.7,.,.,.,.,13.8,33
SILSBEE H S,SILSBEE ISD,12.8,.,0.2,988,18.9,12.3,46
SILVA HEALTH MAGNET,EL PASO ISD,3.3,.,0.2,1082,23.4,14.4,.
SILVER CREEK EL,AZLE ISD,2.2,.,.,.,.,14.5,40
SILVER LAKE EL,GRAPEVINE-COLLEYVILLE ISD,1.9,.,.,.,.,10.7,33
SILVERCREST EL,PEARLAND ISD,0.7,.,.,.,.,15.1,71
SILVERLAKE EL,PEARLAND ISD,0.8,.,.,.,.,14.9,63
SILVERTON SCHOOL,SILVERTON ISD,1.7,0,0,-1,15.4,9.4,51
SIMMS EL,TEXAS CITY ISD,9.4,.,.,.,.,15.7,23
SINCLAIR EL,EAST CENTRAL ISD,5.8,.,.,.,.,17.4,17
SINCLAIR EL,HOUSTON ISD,3.1,.,.,.,.,16.7,51
SINTON EL,SINTON ISD,3.7,.,.,.,.,12.7,35
SINTON H S,SINTON ISD,10.1,.,0.6,900,-1,13.8,50
SIVELLS BEND EL,SIVELLS BEND ISD,13.3,0,.,.,.,8.5,62
SJRC TEXAS,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,.,.,-1,.,.,5.3,.
SKAGGS EL,PLANO ISD,3.2,.,.,.,.,10.1,64
SKIDMORE-TYNAN EL,SKIDMORE-TYNAN ISD,4,.,.,.,.,14,32
SKIDMORE-TYNAN H S,SKIDMORE-TYNAN ISD,6.9,.,2.6,1040,19.7,9.3,58
SKIDMORE-TYNAN J H,SKIDMORE-TYNAN ISD,1.9,0.7,.,.,.,11.3,41
SKINNER EL,BROWNSVILLE ISD,5.1,.,.,.,.,13.3,21
SKIPCHA EL,KILLEEN ISD,4.5,.,.,.,.,16.2,48
SKY HARBOUR EL,SOUTHWEST ISD,2.7,.,.,.,.,11.9,32
SKYLINE H S,DALLAS ISD,22.6,.,4.9,892,15.2,16.8,48
SKYVIEW EL,RICHARDSON ISD,6.7,.,.,.,.,11.5,25
SLACK EL,LUFKIN ISD,1.1,.,.,.,.,13.2,34
SLATON H S,SLATON ISD,10,.,0.5,901,18.6,9.4,48
SLATON ISD DAEP,SLATON ISD,60,-1,0,.,.,2,.
SLATON J H,SLATON ISD,4,0,.,.,.,10.8,22
SLATON MIDDLE,LUBBOCK ISD,20.1,3.7,.,.,.,10.1,12
SLAUGHTER EL,MCKINNEY ISD,2.2,.,.,.,.,13.5,51
SLEEPY HOLLOW EL,AMARILLO ISD,1.8,.,.,.,.,16.3,65
SLIDELL SCHOOLS,SLIDELL ISD,1.4,0,0,1049,-1,12.4,39
SLOAN CREEK INT,LOVEJOY ISD,0.8,.,.,.,.,13.8,78
SLOCUM H S,SLOCUM ISD,2.4,.,0,-1,-1,7.8,70
SLOCUM PK - 8,SLOCUM ISD,1.7,0,.,.,.,10,41
SMALL MIDDLE,AUSTIN ISD,5.1,0.9,.,.,.,15.6,25
SMITH EL,SAN ANTONIO ISD,10.8,.,.,.,.,13.3,12
SMITH EL,FRISCO ISD,0.2,.,.,.,.,16.6,52
SMITH EL,PRINCETON ISD,0.7,.,.,.,.,17.7,50
SMITH EL,MESQUITE ISD,1.4,.,.,.,.,14.6,33
SMITH EL,LAMAR CISD,6.4,.,.,.,.,11.5,35
SMITH EL,ALDINE ISD,5.3,.,.,.,.,18.8,8
SMITH EL,ALIEF ISD,7.9,.,.,.,.,11.7,25
SMITH EL,HOUSTON ISD,10.2,.,.,.,.,16.1,17
SMITH EL,SPRING ISD,2.4,.,.,.,.,13.9,31
SMITH EL,LUBBOCK ISD,2.1,.,.,.,.,14.8,59
SMITH EL,CORPUS CHRISTI ISD,6.4,.,.,.,.,15,28
SMITH EL,DEL VALLE ISD,5.1,.,.,.,.,11,22
SMITH EL,VICTORIA ISD,3,.,.,.,.,17.3,21
SMITH EL,RAYMONDVILLE ISD,12.9,.,.,.,.,14.9,30
SMITH H S,CARROLLTON-FARMERS BRANCH ISD,14.5,.,2.2,909,23.1,16,41
SMITH INT,FORNEY ISD,4.6,.,.,.,.,14.6,32
SMITH MIDDLE,CYPRESS-FAIRBANKS ISD,1.5,0.1,.,.,.,19.5,78
SMITH MIDDLE,BEAUMONT ISD,20.8,3.2,.,.,.,17.9,4
SMITH STEM ACADEMY,VICTORIA ISD,.,.,.,.,.,17.4,.
SMITHFIELD EL,BIRDVILLE ISD,1.8,.,.,.,.,15.6,51
SMITHFIELD MIDDLE,BIRDVILLE ISD,3,0,.,.,.,16.5,68
SMITHSON VALLEY H S,COMAL ISD,5.9,.,0.4,1067,24.3,16,78
SMITHSON VALLEY MIDDLE,COMAL ISD,2.2,0.2,.,.,.,18.4,64
SMITHVILLE EL,SMITHVILLE ISD,5.5,.,.,.,.,14.2,44
SMITHVILLE H S,SMITHVILLE ISD,10.8,.,1.6,995,19.6,13.3,54
SMITHVILLE J H,SMITHVILLE ISD,5.5,0.4,.,.,.,13.1,38
SMYER SCHOOLS,SMYER ISD,7.4,0,0,918,20.4,10,46
SNEED EL,ALIEF ISD,8.8,.,.,.,.,13.2,19
SNOOK EL,SNOOK ISD,3.5,.,.,.,.,12.9,46
SNOOK SECONDARY,SNOOK ISD,4.2,0,1.3,895,18,10.1,34
SNOW HEIGHTS EL,BIRDVILLE ISD,3.6,.,.,.,.,14,51
SNYDER EL,CONROE ISD,1.9,.,.,.,.,17.5,69
SNYDER H S,SNYDER ISD,10.8,.,0.1,966,18.7,11.2,46
SNYDER INT,SNYDER ISD,4.6,.,.,.,.,12.2,30
SNYDER J H,SNYDER ISD,.,0.5,.,.,.,12.3,24
SNYDER PRI,SNYDER ISD,7.7,.,.,.,.,13.3,44
SOAR CTR,HOUSTON ISD,.,-1,-1,.,.,-2,.
SOCORRO H S,SOCORRO ISD,13.1,.,2.2,862,-1,16.6,33
SOCORRO MIDDLE,SOCORRO ISD,4.4,0.7,.,.,.,13.3,27
SOLAR PREP FOR BOYS AT JOHN F KENNEDY,DALLAS ISD,3,.,.,.,.,12.7,40
SOLAR PREPARATORY SCHOOL FOR GIRLS AT BONHAM,DALLAS ISD,0.5,.,.,.,.,14.9,58
SOMERSET EARLY CHILDHOOD EL,SOMERSET ISD,.,.,.,.,.,16,.
SOMERSET EL,SOMERSET ISD,5,.,.,.,.,16.1,50
SOMERSET H S,SOMERSET ISD,15,.,2.5,852,-1,15,41
SOMERSET J H,SOMERSET ISD,8.2,2.2,.,.,.,13.3,41
SOMERVILLE EL,SOMERVILLE ISD,6.9,.,.,.,.,14.6,15
SOMERVILLE H S,SOMERVILLE ISD,11.2,0,1.2,870,16.1,8.1,34
SOMERVILLE INT,SOMERVILLE ISD,6.9,0,.,.,.,10.1,36
SONNTAG EL,FRISCO ISD,2.1,.,.,.,.,12.2,44
SONNY & ALLEGRA NANCE EL,NORTHWEST ISD,1,.,.,.,.,14.9,49
SONORA EL,SONORA ISD,6,.,.,.,.,12.5,43
SONORA SECONDARY SCHOOL,SONORA ISD,1.9,0,0,-1,18.7,8.5,58
SORTERS MILL EL,NEW CANEY ISD,3.2,.,.,.,.,14.8,28
SOUDER EL,EVERMAN ISD,2.9,.,.,.,.,15.4,29
SOUR LAKE EL,HARDIN-JEFFERSON ISD,2.3,.,.,.,.,15.6,43
SOUTH ATHENS EL,ATHENS ISD,2.3,.,.,.,.,14.5,31
SOUTH BELT EL,PASADENA ISD,3.4,.,.,.,.,14,29
SOUTH BELTON MIDDLE,BELTON ISD,4.2,0,.,.,.,13.3,28
SOUTH BOSQUE EL,MIDWAY ISD,1.3,.,.,.,.,16.6,76
SOUTH DAVIS EL,ARLINGTON ISD,6.7,.,.,.,.,15.2,12
SOUTH EARLY COLLEGE H S,HOUSTON ISD,3.5,.,0,983,19.7,20.9,70
SOUTH EL,LEVELLAND ISD,7.9,.,.,.,.,12.1,22
SOUTH EL,MIDLAND ISD,7.9,.,.,.,.,17.3,22
SOUTH EL,DAINGERFIELD-LONE STAR ISD,5,.,.,.,.,10.3,27
SOUTH EL,BRECKENRIDGE ISD,5.3,.,.,.,.,13.1,31
SOUTH EULESS EL,HURST-EULESS-BEDFORD ISD,2.3,.,.,.,.,15.7,39
SOUTH GEORGIA EL,AMARILLO ISD,4.2,.,.,.,.,13.9,44
SOUTH GRAND PRAIRIE H S,GRAND PRAIRIE ISD,10.7,.,1.1,937,19.9,16.4,43
SOUTH HI MOUNT EL,FORT WORTH ISD,2.6,.,.,.,.,15,38
SOUTH HILLS EL,FORT WORTH ISD,2.1,.,.,.,.,15.7,20
SOUTH HILLS H S,FORT WORTH ISD,6.5,.,2.7,876,-1,15.7,23
SOUTH HOUSTON EL,PASADENA ISD,5.8,.,.,.,.,12.7,11
SOUTH HOUSTON H S,PASADENA ISD,21,.,3.8,887,-1,15,48
SOUTH HOUSTON INT,PASADENA ISD,8.4,1.4,.,.,.,12.5,25
SOUTH KNOLL EL,COLLEGE STATION ISD,6.3,.,.,.,.,12.1,38
SOUTH LAWN EL,AMARILLO ISD,3.9,.,.,.,.,13.5,37
SOUTH MIDDLE,EDINBURG CISD,6.2,0,.,.,.,13.2,31
SOUTH OAK CLIFF H S,DALLAS ISD,25.1,.,7.2,810,12.9,15.4,32
SOUTH PALM GARDENS H S,WESLACO ISD,17.6,.,2.5,.,.,11.8,.
SOUTH SAN ANTONIO H S,SOUTH SAN ANTONIO ISD,28.4,.,5.3,891,.,17.6,36
SOUTH SAN ANTONIO H S - WEST CAMPUS,SOUTH SAN ANTONIO ISD,.,.,3.8,.,.,10.4,14
SOUTH SHAVER EL,PASADENA ISD,4.6,.,.,.,.,12.6,24
SOUTH TEXAS ISD HEALTH PROFESSIONS,SOUTH TEXAS ISD,4.3,.,0.1,1172,23.8,13.9,63
SOUTH TEXAS ISD MEDICAL PROFESSIONS,SOUTH TEXAS ISD,5.4,.,0.1,1045,21,14.6,59
SOUTH TEXAS ISD PREPARATORY ACADEMY,SOUTH TEXAS ISD,0.7,0,.,.,.,14.5,59
SOUTH TEXAS ISD RISING SCHOLARS ACADEMY,SOUTH TEXAS ISD,1.7,0,.,.,.,13.3,51
SOUTH TEXAS ISD SCIENCE ACADEMY,SOUTH TEXAS ISD,3.6,.,0,1182,26.9,13,74
SOUTH TEXAS ISD WORLD SCHOLARS,SOUTH TEXAS ISD,4.7,.,0.4,978,20,12.3,66
SOUTH WACO EL,WACO ISD,7.4,.,.,.,.,14.6,13
SOUTH WARD EL,LONGVIEW ISD,3.6,.,.,.,.,9.7,28
SOUTHARD MIDDLE,PRINCETON ISD,2.5,0,.,.,.,15.7,57
SOUTHEAST EARLY CHILDHOOD CENTER,SWEETWATER ISD,.,.,.,.,.,-2,.
SOUTHEAST EL,YES PREP PUBLIC SCHOOLS INC,.,.,.,.,.,16.4,.
SOUTHEAST EL,SWEETWATER ISD,5.4,.,.,.,.,13.6,.
SOUTHERN HILLS EL,WICHITA FALLS ISD,5.5,.,.,.,.,11.3,12
SOUTHGATE EL,GARLAND ISD,7.2,.,.,.,.,13.6,21
SOUTHLAND SCHOOL,SOUTHLAND ISD,5.4,0,0,810,.,6.7,26
SOUTHMAYD EL,HOUSTON ISD,2.4,.,.,.,.,14.3,15
SOUTHMORE INT,PASADENA ISD,10.6,0.7,.,.,.,12.5,21
SOUTHMOST EL,BROWNSVILLE ISD,3.6,.,.,.,.,12.2,42
SOUTHRIDGE EL,LEWISVILLE ISD,11.4,.,.,.,.,11.5,26
SOUTHSIDE ALTER CTR,SOUTHSIDE ISD,39.8,0,0,.,.,23.5,.
SOUTHSIDE EL,PALESTINE ISD,4.4,.,.,.,.,13.9,31
SOUTHSIDE EL,ANGLETON ISD,3.1,.,.,.,.,13.5,34
SOUTHSIDE EL,YES PREP PUBLIC SCHOOLS INC,.,.,.,.,.,15.6,.
SOUTHSIDE EL,MABANK ISD,2.7,.,.,.,.,15.4,39
SOUTHSIDE EL,CLEVELAND ISD,6.5,.,.,.,.,14.9,17
